# ecut,   Bind_x,   Bind_y,   Bind_z,    Bext,    sigma_x(ppm),   sigma_y,   sigma_z
10 2.67776e-07 -1.65403e-22 0 0.00698132 0.025667 -1.58543e-17 0 (dft)
15 7.70586e-08 -4.28168e-21 0 0.00698132 0.00738625 -4.10409e-16 0 (dft)
20 -4.63986e-08 5.51564e-21 0 0.00698132 -0.00444742 5.28688e-16 0 (dft)
25 2.68873e-08 -3.06194e-21 0 0.00698132 0.00257722 -2.93494e-16 0 (dft)
30 2.68873e-08 -2.34929e-21 0 0.00698132 0.00257722 -2.25185e-16 0 (dft)
35 2.29024e-08 -2.10806e-21 0 0.00698132 0.00219525 -2.02063e-16 0 (dft)
40 2.77191e-08 -1.82629e-21 0 0.00698132 0.00265694 -1.75054e-16 0 (dft)
45 3.27152e-08 9.55559e-21 0 0.00698132 0.00313583 9.15926e-16 0 (dft)
50 3.09354e-08 -5.08686e-21 0 0.00698132 0.00296523 -4.87588e-16 0 (dft)
55 2.12046e-08 1.13626e-20 0 0.00698132 0.00203251 1.08913e-15 0 (dft)
60 2.36859e-08 2.15098e-19 0 0.00698132 0.00227035 2.06177e-14 0 (dft)
65 2.36859e-08 2.15209e-19 0 0.00698132 0.00227035 2.06283e-14 0 (dft)
70 2.91988e-08 -4.52578e-20 0 0.00698132 0.00279877 -4.33807e-15 0 (dft)
75 2.91988e-08 4.74718e-19 0 0.00698132 0.00279877 4.55029e-14 0 (dft)
80 2.1185e-08 2.43855e-19 0 0.00698132 0.00203064 2.33741e-14 0 (dft)
85 2.29791e-08 2.56204e-20 0 0.00698132 0.0022026 2.45578e-15 0 (dft)
90 2.3165e-08 3.41781e-20 0 0.00698132 0.00222042 3.27605e-15 0 (dft)
95 2.3165e-08 1.13569e-19 0 0.00698132 0.00222042 1.08858e-14 0 (dft)
100 2.62186e-08 -2.7367e-19 0 0.00698132 0.00251311 -2.6232e-14 0 (dft)
105 2.62186e-08 -1.01733e-18 0 0.00698132 0.00251311 -9.75135e-14 0 (dft)
110 2.62186e-08 -3.25858e-18 0 0.00698132 0.00251311 -3.12343e-13 0 (dft)
115 2.62186e-08 -9.30143e-18 0 0.00698132 0.00251311 -8.91565e-13 0 (dft)
120 2.62186e-08 -2.41723e-17 0 0.00698132 0.00251311 -2.31698e-12 0 (dft)
125 2.62186e-08 -5.79764e-17 0 0.00698132 0.00251311 -5.55718e-12 0 (dft)
130 2.62186e-08 -1.29569e-16 0 0.00698132 0.00251311 -1.24195e-11 0 (dft)
135 2.34309e-08 -1.03106e-16 0 0.00698132 0.0022459 -9.88301e-12 0 (dft)
140 2.28455e-08 -1.05603e-15 0 0.00698132 0.0021898 -1.01223e-10 0 (dft)
145 2.28455e-08 -2.06867e-15 0 0.00698132 0.0021898 -1.98287e-10 0 (dft)
150 2.28455e-08 -3.87637e-15 0 0.00698132 0.0021898 -3.71559e-10 0 (dft)
155 2.28455e-08 -6.97962e-15 0 0.00698132 0.0021898 -6.69014e-10 0 (dft)
160 2.52649e-08 -1.84193e-15 0 0.00698132 0.00242171 -1.76553e-10 0 (dft)
165 2.52649e-08 -1.92378e-15 0 0.00698132 0.0024217 -1.84399e-10 0 (dft)
170 2.52648e-08 -1.27284e-15 0 0.00698132 0.00242169 -1.22005e-10 0 (dft)
175 2.37664e-08 4.5609e-14 0 0.00698132 0.00227806 4.37173e-09 0 (dft)
180 2.51134e-08 3.51354e-14 0 0.00698132 0.00240718 3.36782e-09 0 (dft)
185 2.51132e-08 5.20539e-14 0 0.00698132 0.00240716 4.98949e-09 0 (dft)
190 2.48089e-08 -5.60076e-14 0 0.00698132 0.00237799 -5.36846e-09 0 (dft)
195 2.48084e-08 -7.39328e-14 0 0.00698132 0.00237795 -7.08664e-09 0 (dft)
200 2.48078e-08 -9.53446e-14 0 0.00698132 0.00237789 -9.13901e-09 0 (dft)
205 2.4807e-08 -1.20227e-13 0 0.00698132 0.00237781 -1.15241e-08 0 (dft)
210 2.48059e-08 -1.4829e-13 0 0.00698132 0.00237771 -1.42139e-08 0 (dft)
215 2.3961e-08 2.01958e-13 0 0.00698132 0.00229672 1.93582e-08 0 (dft)
220 2.39592e-08 2.71939e-13 0 0.00698132 0.00229655 2.6066e-08 0 (dft)
225 2.38136e-08 -5.37781e-12 0 0.00698132 0.00228259 -5.15476e-07 0 (dft)
