# ecut,   Bind_x,   Bind_y,   Bind_z,    Bext,    sigma_x(ppm),   sigma_y,   sigma_z
10 4.44419e-07 -7.9228e-22 0 0.00698132 0.0425987 -7.5942e-17 0 (dft)
15 1.99469e-07 -1.51706e-21 0 0.00698132 0.0191195 -1.45414e-16 0 (dft)
20 -1.14141e-08 1.4011e-21 0 0.00698132 -0.00109407 1.34299e-16 0 (dft)
25 4.2486e-08 -4.82899e-22 0 0.00698132 0.00407239 -4.6287e-17 0 (dft)
30 4.2486e-08 -1.1209e-21 0 0.00698132 0.00407239 -1.07441e-16 0 (dft)
35 2.60112e-08 7.6519e-22 0 0.00698132 0.00249324 7.33453e-17 0 (dft)
40 3.05846e-08 -1.37315e-21 0 0.00698132 0.00293161 -1.3162e-16 0 (dft)
45 2.77143e-08 -9.89536e-22 0 0.00698132 0.00265649 -9.48494e-17 0 (dft)
50 3.46048e-08 9.49126e-22 0 0.00698132 0.00331695 9.09761e-17 0 (dft)
55 2.84643e-08 -2.87428e-21 0 0.00698132 0.00272838 -2.75507e-16 0 (dft)
60 2.36464e-08 -3.02009e-21 0 0.00698132 0.00226657 -2.89483e-16 0 (dft)
65 2.36464e-08 -2.42201e-21 0 0.00698132 0.00226657 -2.32155e-16 0 (dft)
70 3.04797e-08 2.23424e-21 0 0.00698132 0.00292156 2.14157e-16 0 (dft)
75 3.04797e-08 2.3207e-21 0 0.00698132 0.00292156 2.22444e-16 0 (dft)
80 2.70783e-08 -2.03655e-21 0 0.00698132 0.00259553 -1.95209e-16 0 (dft)
85 2.80654e-08 -1.44624e-21 0 0.00698132 0.00269014 -1.38626e-16 0 (dft)
90 2.32393e-08 -1.62284e-21 0 0.00698132 0.00222754 -1.55553e-16 0 (dft)
95 2.32393e-08 -6.68721e-22 0 0.00698132 0.00222754 -6.40986e-17 0 (dft)
100 2.72488e-08 -1.44956e-21 0 0.00698132 0.00261187 -1.38944e-16 0 (dft)
105 2.72488e-08 -6.13978e-21 0 0.00698132 0.00261187 -5.88513e-16 0 (dft)
110 2.72488e-08 -2.10986e-20 0 0.00698132 0.00261187 -2.02235e-15 0 (dft)
115 2.72488e-08 -6.64129e-20 0 0.00698132 0.00261187 -6.36583e-15 0 (dft)
120 2.72488e-08 -1.88543e-19 0 0.00698132 0.00261187 -1.80723e-14 0 (dft)
125 2.72488e-08 -4.96536e-19 0 0.00698132 0.00261187 -4.75941e-14 0 (dft)
130 2.72488e-08 -1.21451e-18 0 0.00698132 0.00261187 -1.16414e-13 0 (dft)
135 2.44276e-08 7.85021e-18 0 0.00698132 0.00234144 7.52462e-13 0 (dft)
140 2.40476e-08 3.63684e-17 0 0.00698132 0.00230502 3.486e-12 0 (dft)
145 2.40475e-08 8.01308e-17 0 0.00698132 0.00230502 7.68073e-12 0 (dft)
150 2.40475e-08 1.67667e-16 0 0.00698132 0.00230502 1.60713e-11 0 (dft)
155 2.40475e-08 3.34723e-16 0 0.00698132 0.00230501 3.2084e-11 0 (dft)
160 2.57414e-08 3.14929e-16 0 0.00698132 0.00246737 3.01867e-11 0 (dft)
165 2.57413e-08 5.64339e-16 0 0.00698132 0.00246737 5.40933e-11 0 (dft)
170 2.57412e-08 9.77847e-16 0 0.00698132 0.00246736 9.3729e-11 0 (dft)
175 2.48e-08 -1.39644e-16 0 0.00698132 0.00237714 -1.33852e-11 0 (dft)
180 2.61583e-08 -8.5095e-16 0 0.00698132 0.00250733 -8.15656e-11 0 (dft)
185 2.61581e-08 -1.3146e-15 0 0.00698132 0.00250732 -1.26008e-10 0 (dft)
190 2.591e-08 -4.96672e-15 0 0.00698132 0.00248353 -4.76072e-10 0 (dft)
195 2.59095e-08 -7.69754e-15 0 0.00698132 0.00248349 -7.37828e-10 0 (dft)
200 2.59089e-08 -1.16815e-14 0 0.00698132 0.00248343 -1.1197e-09 0 (dft)
205 2.59081e-08 -1.73831e-14 0 0.00698132 0.00248335 -1.66621e-09 0 (dft)
210 2.5907e-08 -2.54018e-14 0 0.00698132 0.00248325 -2.43482e-09 0 (dft)
215 2.48903e-08 -3.46443e-15 0 0.00698132 0.00238579 -3.32074e-10 0 (dft)
220 2.48886e-08 -6.44491e-15 0 0.00698132 0.00238563 -6.1776e-10 0 (dft)

