# energy 
-0.0688491736603836 E_h
-2.662512385291 E_h
-2.53641079628792 E_h
-2.53374390869764 E_h
-2.53287815596108 E_h
-2.53273100163759 E_h
-2.53270066773105 E_h
-2.53269413000833 E_h
-2.53269266530031 E_h
-2.53269232895362 E_h
-2.53269225033485 E_h
-2.53269223171343 E_h
-2.53269222725806 E_h
-2.5326922261836 E_h
-2.53269222592284 E_h
-2.53269222585922 E_h
-2.53269222584366 E_h
-2.53269222583982 E_h
-2.53269222583888 E_h
-2.53269222583865 E_h
-2.53269222583859 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583857 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583857 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
-2.53269222583858 E_h
